,dropoff_census_tract,dropoff_community_area,dropoff_latitude,dropoff_longitude,pickup_census_tract,pickup_community_area,pickup_latitude,pickup_longitude,time,trip_miles,trip_seconds
900,970.0,8.0,41.892507781,-87.626214906,,8.0,41.900221297,-87.629105186,1,0.9,540.0
901,,5.0,41.947791586,-87.683834942,,6.0,41.944226601,-87.655998182,1,2.2,540.0
902,,6.0,41.944226601,-87.655998182,,7.0,41.922686284,-87.649488729,1,4.6,780.0
903,,77.0,41.9867118,-87.663416405,,32.0,41.878865584,-87.625192142,0,0.0,1260.0
904,,5.0,41.947791586,-87.683834942,,7.0,41.922686284,-87.649488729,3,0.0,1020.0
905,1102.0,24.0,41.904712,-87.701884559,,7.0,41.929046937,-87.651310877,9,3.7,900.0
906,275.0,24.0,41.899422254,-87.684490122,,24.0,41.906025969,-87.675311622,1,1.26,360.0
907,,8.0,41.899602111,-87.633308037,,24.0,41.901206994,-87.676355989,0,2.1,600.0
908,1041.0,22.0,41.921084583,-87.704648384,,32.0,41.877406123,-87.621971652,1,6.2,1080.0
909,342.0,7.0,41.921778188,-87.651061884,,22.0,41.921125914,-87.699754406,1,2.43,611.0
910,380.0,8.0,41.904935302,-87.649907226,,8.0,41.905857769,-87.630865027,0,1.2,420.0
911,,22.0,41.92276062,-87.699155343,,8.0,41.899602111,-87.633308037,1,4.6,720.0
912,986.0,3.0,41.958154876,-87.653021789,,32.0,41.880994471,-87.632746489,5,6.4,900.0
913,,7.0,41.922686284,-87.649488729,,24.0,41.901206994,-87.676355989,0,2.4,480.0
914,,6.0,41.944226601,-87.655998182,,24.0,41.901206994,-87.676355989,3,4.9,1200.0
915,,33.0,41.857183858,-87.620334624,,7.0,41.922686284,-87.649488729,11,5.27,631.0
916,13.0,8.0,41.907520075,-87.6266589,,8.0,41.90749193,-87.63576009,0,0.7,420.0
917,120.0,7.0,41.928945904,-87.66089257,,8.0,41.905857769,-87.630865027,3,2.9,900.0
918,,7.0,41.922686284,-87.649488729,,28.0,41.874005383,-87.66351755,4,0.2,840.0
919,140.0,8.0,41.900221297,-87.629105186,,8.0,41.90749193,-87.63576009,0,0.8,360.0
920,,33.0,41.857183858,-87.620334624,,28.0,41.874005383,-87.66351755,2,2.7,660.0
921,749.0,28.0,41.88528132,-87.6572332,,8.0,41.892042136,-87.63186395,1,0.0,360.0
922,792.0,8.0,41.89321636,-87.63784421,,28.0,41.88528132,-87.6572332,0,1.1,420.0
923,,60.0,41.836150155,-87.648787952,,28.0,41.874005383,-87.66351755,3,4.7,540.0
924,,3.0,41.96581197,-87.655878786,,4.0,41.975170943,-87.687515515,3,2.7,780.0
925,380.0,8.0,41.904935302,-87.649907226,,7.0,41.921778188,-87.651061884,4,2.05,480.0
926,334.0,8.0,41.899155613,-87.626210532,,28.0,41.879255084,-87.642648998,0,2.2,720.0
927,735.0,22.0,41.916005274,-87.675095116,,7.0,41.922082541,-87.634156093,1,2.1,720.0
928,970.0,8.0,41.892507781,-87.626214906,,7.0,41.929046937,-87.651310877,1,0.1,900.0
929,,3.0,41.96581197,-87.655878786,,21.0,41.938666196,-87.711210593,2,0.2,720.0
930,825.0,6.0,41.934762456,-87.639853859,,28.0,41.88528132,-87.6572332,1,4.5,1200.0
931,,6.0,41.944226601,-87.655998182,,7.0,41.922686284,-87.649488729,1,7.3,2100.0
932,183.0,8.0,41.907412816,-87.640901525,,32.0,41.880994471,-87.632746489,1,2.1,1020.0
933,,6.0,41.944226601,-87.655998182,,24.0,41.901206994,-87.676355989,3,4.5,960.0
934,807.0,28.0,41.879255084,-87.642648998,,7.0,41.914616286,-87.631717366,0,3.4,1020.0
935,,1.0,42.009622881,-87.670166857,,16.0,41.953582125,-87.72345239,3,6.18,1466.0
936,668.0,77.0,41.980606166,-87.654537868,,8.0,41.898331794,-87.620762865,5,0.0,660.0
937,,1.0,42.009622881,-87.670166857,,5.0,41.947791586,-87.683834942,0,0.0,1020.0
938,,6.0,41.944226601,-87.655998182,,8.0,41.899602111,-87.633308037,1,4.3,600.0
939,,7.0,41.922686284,-87.649488729,,6.0,41.944226601,-87.655998182,3,2.2,660.0
940,244.0,24.0,41.899589796,-87.674719134,,28.0,41.885300022,-87.642808466,1,2.0,420.0
941,540.0,22.0,41.921125914,-87.699754406,,28.0,41.88528132,-87.6572332,4,4.8,900.0
942,,24.0,41.901206994,-87.676355989,,6.0,41.944226601,-87.655998182,8,2.7,780.0
943,334.0,8.0,41.899155613,-87.626210532,,4.0,41.963184966,-87.683854556,5,6.4,780.0
944,,22.0,41.92276062,-87.699155343,,31.0,41.850266366,-87.667569312,2,5.7,840.0
945,,24.0,41.901206994,-87.676355989,,8.0,41.899602111,-87.633308037,3,2.3,720.0
946,534.0,8.0,41.90749193,-87.63576009,,8.0,41.892072635,-87.628874157,3,1.5,360.0
947,805.0,8.0,41.902788048,-87.62614559,,22.0,41.916005274,-87.675095116,2,0.0,960.0
948,,4.0,41.975170943,-87.687515515,,6.0,41.944226601,-87.655998182,1,2.5,600.0
949,504.0,32.0,41.884987192,-87.620992913,,33.0,41.859349715,-87.617358006,1,1.97,600.0
950,811.0,3.0,41.963633169,-87.652365359,,8.0,41.90749193,-87.63576009,2,4.9,540.0
951,540.0,22.0,41.921125914,-87.699754406,,7.0,41.922082541,-87.634156093,6,3.7,1200.0
952,134.0,24.0,41.89830587,-87.653613982,,22.0,41.916005274,-87.675095116,5,2.9,360.0
953,668.0,77.0,41.980606166,-87.654537868,,8.0,41.900265687,-87.63210922,4,6.8,840.0
954,120.0,7.0,41.928945904,-87.66089257,,8.0,41.898331794,-87.620762865,2,3.6,780.0
955,225.0,8.0,41.892042136,-87.63186395,,28.0,41.885300022,-87.642808466,1,0.0,480.0
956,680.0,6.0,41.946294536,-87.654298084,,8.0,41.892507781,-87.626214906,1,4.9,960.0
957,,7.0,41.922686284,-87.649488729,,8.0,41.899602111,-87.633308037,1,4.2,660.0
958,,24.0,41.901206994,-87.676355989,,8.0,41.899602111,-87.633308037,0,0.2,900.0
959,959.0,8.0,41.89503345,-87.619710672,,8.0,41.892042136,-87.63186395,2,1.2,360.0
960,225.0,8.0,41.892042136,-87.63186395,,7.0,41.921778356,-87.641459759,3,2.0,600.0
961,,77.0,41.9867118,-87.663416405,,3.0,41.96581197,-87.655878786,4,1.7,360.0
962,1046.0,33.0,41.859349715,-87.617358006,,8.0,41.90749193,-87.63576009,3,3.3,1080.0
963,,77.0,41.9867118,-87.663416405,,8.0,41.899602111,-87.633308037,1,12.5,4860.0
964,1046.0,33.0,41.859349715,-87.617358006,,24.0,41.899422254,-87.684490122,2,5.9,960.0
965,930.0,32.0,41.87101588,-87.631406525,,8.0,41.899155613,-87.626210532,4,2.41,662.0
966,694.0,7.0,41.929077655,-87.646293476,,8.0,41.892042136,-87.63186395,0,3.52,960.0
967,380.0,8.0,41.904935302,-87.649907226,,28.0,41.88528132,-87.6572332,0,2.2,420.0
968,1102.0,24.0,41.904712,-87.701884559,,22.0,41.921125914,-87.699754406,3,2.0,360.0
969,244.0,24.0,41.899589796,-87.674719134,,28.0,41.88528132,-87.6572332,1,2.2,480.0
970,,77.0,41.9867118,-87.663416405,,8.0,41.899602111,-87.633308037,0,7.1,720.0
971,,24.0,41.901206994,-87.676355989,,32.0,41.878865584,-87.625192142,1,3.1,480.0
972,,24.0,41.901206994,-87.676355989,,22.0,41.92276062,-87.699155343,9,1.23,427.0
973,225.0,8.0,41.892042136,-87.63186395,,24.0,41.906025969,-87.675311622,4,0.0,420.0
974,244.0,24.0,41.899589796,-87.674719134,,24.0,41.906025969,-87.675311622,2,1.4,360.0
975,,7.0,41.922686284,-87.649488729,,8.0,41.899602111,-87.633308037,1,3.2,540.0
976,,24.0,41.901206994,-87.676355989,,32.0,41.878865584,-87.625192142,1,1.3,420.0
977,,28.0,41.874005383,-87.66351755,,16.0,41.953582125,-87.72345239,0,7.9,780.0
978,792.0,8.0,41.89321636,-87.63784421,,8.0,41.892072635,-87.628874157,2,0.0,360.0
979,607.0,8.0,41.900265687,-87.63210922,,32.0,41.884987192,-87.620992913,3,0.0,600.0
980,,7.0,41.922686284,-87.649488729,,77.0,41.9867118,-87.663416405,4,4.7,600.0
981,1101.0,24.0,41.906025969,-87.675311622,,8.0,41.892042136,-87.63186395,1,3.19,742.0
982,1108.0,6.0,41.950673358,-87.666536281,,8.0,41.902788048,-87.62614559,8,5.0,1080.0
983,504.0,32.0,41.884987192,-87.620992913,,8.0,41.900221297,-87.629105186,1,1.0,360.0
984,670.0,6.0,41.934659157,-87.646729729,,8.0,41.90749193,-87.63576009,1,2.2,600.0
985,504.0,32.0,41.884987192,-87.620992913,,28.0,41.88528132,-87.6572332,1,2.2,618.0
986,926.0,24.0,41.899737388,-87.664953917,,28.0,41.88528132,-87.6572332,9,1.52,396.0
987,,24.0,41.901206994,-87.676355989,,7.0,41.922686284,-87.649488729,0,3.5,840.0
988,,6.0,41.944226601,-87.655998182,,24.0,41.901206994,-87.676355989,1,4.4,960.0
989,,28.0,41.874005383,-87.66351755,,6.0,41.944226601,-87.655998182,0,6.1,840.0
990,1002.0,7.0,41.921778356,-87.641459759,,33.0,41.859349715,-87.617358006,8,5.2,900.0
991,1010.0,28.0,41.867902418,-87.642958665,,8.0,41.892072635,-87.628874157,1,0.1,600.0
992,,7.0,41.922686284,-87.649488729,,24.0,41.901206994,-87.676355989,3,3.6,840.0
993,498.0,8.0,41.891971508,-87.612945414,,8.0,41.892042136,-87.63186395,8,0.9,420.0
994,899.0,8.0,41.892072635,-87.628874157,,28.0,41.885300022,-87.642808466,2,0.0,540.0
995,,22.0,41.92276062,-87.699155343,,5.0,41.947791586,-87.683834942,5,1.6,360.0
996,316.0,8.0,41.905857769,-87.630865027,,8.0,41.89321636,-87.63784421,2,1.2,360.0
997,680.0,6.0,41.946294536,-87.654298084,,8.0,41.899155613,-87.626210532,0,4.4,780.0
998,13.0,8.0,41.907520075,-87.6266589,,8.0,41.90749193,-87.63576009,9,0.9,420.0
999,,24.0,41.901206994,-87.676355989,,8.0,41.899602111,-87.633308037,0,0.2,720.0
1000,1108.0,6.0,41.950673358,-87.666536281,,22.0,41.916005274,-87.675095116,8,3.43,862.0
1001,316.0,8.0,41.905857769,-87.630865027,,32.0,41.884987192,-87.620992913,0,1.8,600.0
1002,,3.0,41.96581197,-87.655878786,,6.0,41.944226601,-87.655998182,9,2.3,960.0
1003,804.0,22.0,41.920451512,-87.679954768,,7.0,41.929046937,-87.651310877,1,1.6,540.0
1004,886.0,6.0,41.942577185,-87.647078509,,8.0,41.905857769,-87.630865027,1,3.3,600.0
1005,,2.0,42.001571027,-87.695012589,,4.0,41.975170943,-87.687515515,0,0.7,480.0
1006,749.0,28.0,41.88528132,-87.6572332,,8.0,41.892042136,-87.63186395,3,1.64,451.0
1007,316.0,8.0,41.905857769,-87.630865027,,32.0,41.877406123,-87.621971652,4,1.9,480.0
1008,1077.0,7.0,41.922082541,-87.634156093,,28.0,41.88528132,-87.6572332,2,3.2,780.0
1009,476.0,6.0,41.934539716,-87.643022804,,8.0,41.904935302,-87.649907226,3,2.2,540.0
1010,825.0,6.0,41.934762456,-87.639853859,,8.0,41.90749193,-87.63576009,2,1.9,420.0
1011,179.0,32.0,41.870607372,-87.622172937,,8.0,41.892507781,-87.626214906,1,1.3,420.0
1012,932.0,22.0,41.921019607,-87.710359144,,7.0,41.922082541,-87.634156093,1,4.0,1200.0
1013,40.0,28.0,41.885300022,-87.642808466,,8.0,41.892507781,-87.626214906,0,1.4,420.0
1014,40.0,28.0,41.885300022,-87.642808466,,32.0,41.877406123,-87.621971652,2,1.5,480.0
1015,,3.0,41.96581197,-87.655878786,,6.0,41.944226601,-87.655998182,3,0.1,420.0
1016,,24.0,41.901206994,-87.676355989,,8.0,41.899602111,-87.633308037,2,2.8,600.0
1017,13.0,8.0,41.907520075,-87.6266589,,32.0,41.884987192,-87.620992913,2,1.8,480.0
1018,,8.0,41.899602111,-87.633308037,,28.0,41.874005383,-87.66351755,2,1.3,480.0
1019,1046.0,33.0,41.859349715,-87.617358006,,28.0,41.885300022,-87.642808466,1,2.1,480.0
1020,607.0,8.0,41.900265687,-87.63210922,,7.0,41.914616286,-87.631717366,4,0.0,360.0
1021,,6.0,41.944226601,-87.655998182,,22.0,41.92276062,-87.699155343,2,0.0,660.0
1022,,31.0,41.850266366,-87.667569312,,7.0,41.922686284,-87.649488729,3,9.1,1080.0
1023,,6.0,41.944226601,-87.655998182,,3.0,41.96581197,-87.655878786,0,1.6,420.0
1024,398.0,24.0,41.892658108,-87.652534484,,8.0,41.890922026,-87.618868355,9,2.0,540.0
1025,334.0,8.0,41.899155613,-87.626210532,,32.0,41.884987192,-87.620992913,1,0.0,900.0
1026,,24.0,41.901206994,-87.676355989,,8.0,41.899602111,-87.633308037,1,0.2,960.0
1027,,4.0,41.975170943,-87.687515515,,33.0,41.857183858,-87.620334624,1,0.7,1560.0
1028,379.0,3.0,41.962178629,-87.645378762,,8.0,41.902788048,-87.62614559,0,0.3,600.0
1029,,41.0,41.794090253,-87.592310855,,32.0,41.878865584,-87.625192142,1,11.4,2340.0
1030,982.0,7.0,41.914616286,-87.631717366,,8.0,41.892042136,-87.63186395,0,1.9,540.0
1031,397.0,7.0,41.929272532,-87.673807238,,7.0,41.929077655,-87.646293476,3,1.2,360.0
1032,,3.0,41.96581197,-87.655878786,,8.0,41.899602111,-87.633308037,5,0.0,600.0
1033,,4.0,41.975170943,-87.687515515,,28.0,41.874005383,-87.66351755,1,6.4,1380.0
1034,225.0,8.0,41.892042136,-87.63186395,,32.0,41.877406123,-87.621971652,3,1.1,420.0
1035,,8.0,41.899602111,-87.633308037,,7.0,41.922686284,-87.649488729,2,1.5,360.0
1036,342.0,7.0,41.921778188,-87.651061884,,7.0,41.922082541,-87.634156093,1,1.1,360.0
1037,,24.0,41.901206994,-87.676355989,,8.0,41.899602111,-87.633308037,0,3.2,660.0
1038,,24.0,41.901206994,-87.676355989,,8.0,41.899602111,-87.633308037,7,1.7,540.0
1039,805.0,8.0,41.902788048,-87.62614559,,32.0,41.884987192,-87.620992913,2,1.65,448.0
1040,398.0,24.0,41.892658108,-87.652534484,,8.0,41.890922026,-87.618868355,2,0.1,840.0
1041,,8.0,41.899602111,-87.633308037,,32.0,41.878865584,-87.625192142,1,1.9,480.0
1042,911.0,8.0,41.890922026,-87.618868355,,24.0,41.906025969,-87.675311622,1,3.7,660.0
1043,504.0,32.0,41.884987192,-87.620992913,,8.0,41.892072635,-87.628874157,2,1.1,420.0
1044,,6.0,41.944226601,-87.655998182,,3.0,41.96581197,-87.655878786,1,2.2,720.0
1045,911.0,8.0,41.890922026,-87.618868355,,8.0,41.89321636,-87.63784421,1,1.2,420.0
1046,215.0,6.0,41.949829346,-87.64396537,,7.0,41.914747305,-87.654007029,7,0.0,780.0
1047,,24.0,41.901206994,-87.676355989,,8.0,41.899602111,-87.633308037,1,3.0,720.0
1048,,3.0,41.96581197,-87.655878786,,28.0,41.874005383,-87.66351755,2,6.9,1260.0
1049,676.0,28.0,41.879066994,-87.657005027,,8.0,41.892072635,-87.628874157,1,1.9,600.0
1050,66.0,24.0,41.911972301,-87.683642922,,24.0,41.906025969,-87.675311622,0,1.3,420.0
1051,932.0,22.0,41.921019607,-87.710359144,,32.0,41.877406123,-87.621971652,4,6.5,960.0
1052,,31.0,41.850266366,-87.667569312,,28.0,41.874005383,-87.66351755,1,2.1,480.0
1053,1030.0,6.0,41.938391258,-87.63857492,,8.0,41.90749193,-87.63576009,3,3.2,420.0
1054,183.0,8.0,41.907412816,-87.640901525,,8.0,41.892042136,-87.63186395,1,1.79,447.0
1055,,1.0,42.009622881,-87.670166857,,7.0,41.922686284,-87.649488729,2,0.4,960.0
1056,,6.0,41.944226601,-87.655998182,,33.0,41.857183858,-87.620334624,7,6.4,720.0
1057,,22.0,41.92276062,-87.699155343,,8.0,41.899602111,-87.633308037,6,4.1,660.0
1058,13.0,8.0,41.907520075,-87.6266589,,22.0,41.921125914,-87.699754406,0,0.2,900.0
1059,244.0,24.0,41.899589796,-87.674719134,,32.0,41.877406123,-87.621971652,1,3.5,540.0
1060,811.0,3.0,41.963633169,-87.652365359,,8.0,41.892072635,-87.628874157,0,7.1,720.0
1061,,23.0,41.900069603,-87.720918238,,24.0,41.901206994,-87.676355989,2,3.5,900.0
1062,,28.0,41.874005383,-87.66351755,,8.0,41.899602111,-87.633308037,1,0.0,360.0
1063,805.0,8.0,41.902788048,-87.62614559,,8.0,41.890922026,-87.618868355,4,0.9,360.0
1064,878.0,6.0,41.953400044,-87.646007066,,8.0,41.899155613,-87.626210532,1,5.8,2100.0
1065,825.0,6.0,41.934762456,-87.639853859,,8.0,41.892042136,-87.63186395,2,4.4,840.0
1066,,24.0,41.901206994,-87.676355989,,8.0,41.899602111,-87.633308037,4,3.6,840.0
1067,225.0,8.0,41.892042136,-87.63186395,,8.0,41.892507781,-87.626214906,5,1.0,360.0
1068,334.0,8.0,41.899155613,-87.626210532,,24.0,41.892658108,-87.652534484,1,1.63,418.0
1069,,24.0,41.901206994,-87.676355989,,8.0,41.899602111,-87.633308037,1,3.6,600.0
1070,,21.0,41.938666196,-87.711210593,,24.0,41.901206994,-87.676355989,0,0.0,480.0
1071,147.0,6.0,41.936159071,-87.661265218,,7.0,41.914616286,-87.631717366,1,2.1,600.0
1072,534.0,8.0,41.90749193,-87.63576009,,8.0,41.892507781,-87.626214906,2,1.7,600.0
1073,307.0,32.0,41.877406123,-87.621971652,,7.0,41.929046937,-87.651310877,3,5.1,780.0
1074,,23.0,41.900069603,-87.720918238,,22.0,41.92276062,-87.699155343,2,0.0,360.0
1075,13.0,8.0,41.907520075,-87.6266589,,8.0,41.892072635,-87.628874157,6,2.0,720.0
1076,,16.0,41.953582125,-87.72345239,,6.0,41.944226601,-87.655998182,0,3.6,840.0
1077,807.0,28.0,41.879255084,-87.642648998,,8.0,41.890922026,-87.618868355,0,2.2,540.0
1078,,2.0,42.001571027,-87.695012589,,77.0,41.9867118,-87.663416405,1,2.9,660.0
1079,543.0,7.0,41.92926299,-87.635890954,,7.0,41.914616286,-87.631717366,4,1.2,360.0
1080,735.0,22.0,41.916005274,-87.675095116,,8.0,41.890922026,-87.618868355,1,4.6,780.0
1081,,1.0,42.009622881,-87.670166857,,8.0,41.899602111,-87.633308037,0,1.9,600.0
1082,,2.0,42.001571027,-87.695012589,,6.0,41.944226601,-87.655998182,1,5.2,840.0
1083,504.0,32.0,41.884987192,-87.620992913,,8.0,41.899155613,-87.626210532,1,1.5,360.0
1084,334.0,8.0,41.899155613,-87.626210532,,28.0,41.88528132,-87.6572332,1,2.9,960.0
1085,792.0,8.0,41.89321636,-87.63784421,,28.0,41.885300022,-87.642808466,3,0.0,360.0
1086,,7.0,41.922686284,-87.649488729,,6.0,41.944226601,-87.655998182,2,0.0,480.0
1087,,7.0,41.922686284,-87.649488729,,8.0,41.899602111,-87.633308037,1,3.7,1020.0
1088,334.0,8.0,41.899155613,-87.626210532,,28.0,41.88528132,-87.6572332,1,2.3,720.0
1089,90.0,6.0,41.943155086,-87.640698076,,8.0,41.892072635,-87.628874157,5,5.1,720.0
1090,,24.0,41.901206994,-87.676355989,,6.0,41.944226601,-87.655998182,7,3.4,660.0
1091,,21.0,41.938666196,-87.711210593,,24.0,41.901206994,-87.676355989,3,0.0,960.0
1092,1101.0,24.0,41.906025969,-87.675311622,,8.0,41.89321636,-87.63784421,6,2.8,660.0
1093,,20.0,41.924347077,-87.734739754,,22.0,41.92276062,-87.699155343,2,1.4,480.0
1094,970.0,8.0,41.892507781,-87.626214906,,28.0,41.88528132,-87.6572332,3,1.4,480.0
1095,,21.0,41.938666196,-87.711210593,,8.0,41.899602111,-87.633308037,2,0.0,1080.0
1096,,28.0,41.874005383,-87.66351755,,22.0,41.92276062,-87.699155343,4,6.0,840.0
1097,411.0,8.0,41.909495669,-87.630963601,,7.0,41.929046937,-87.651310877,1,2.1,600.0
1098,871.0,7.0,41.928967266,-87.656156831,,8.0,41.907520075,-87.6266589,0,3.0,720.0
1099,183.0,8.0,41.907412816,-87.640901525,,28.0,41.88528132,-87.6572332,5,2.1,540.0
1100,225.0,8.0,41.892042136,-87.63186395,,28.0,41.88528132,-87.6572332,2,1.15,366.0
1101,,20.0,41.924347077,-87.734739754,,22.0,41.92276062,-87.699155343,0,2.3,540.0
1102,762.0,6.0,41.950605232,-87.671332488,,32.0,41.884987192,-87.620992913,1,0.3,1140.0
1103,792.0,8.0,41.89321636,-87.63784421,,8.0,41.902788048,-87.62614559,1,0.0,360.0
1104,749.0,28.0,41.88528132,-87.6572332,,8.0,41.900265687,-87.63210922,2,0.0,660.0
1105,,6.0,41.944226601,-87.655998182,,8.0,41.899602111,-87.633308037,4,0.3,960.0
1106,1041.0,22.0,41.921084583,-87.704648384,,8.0,41.898331794,-87.620762865,4,5.7,960.0
1107,411.0,8.0,41.909495669,-87.630963601,,8.0,41.892072635,-87.628874157,1,1.4,540.0
1108,,28.0,41.874005383,-87.66351755,,24.0,41.901206994,-87.676355989,1,0.0,540.0
1109,694.0,7.0,41.929077655,-87.646293476,,8.0,41.892042136,-87.63186395,0,3.0,780.0
1110,911.0,8.0,41.890922026,-87.618868355,,8.0,41.90749193,-87.63576009,7,2.2,660.0
1111,334.0,8.0,41.899155613,-87.626210532,,7.0,41.914616286,-87.631717366,4,1.5,360.0
1112,,12.0,41.993930128,-87.758353588,,8.0,41.899602111,-87.633308037,6,9.7,1020.0
1113,,77.0,41.9867118,-87.663416405,,7.0,41.922686284,-87.649488729,2,5.6,780.0
1114,,24.0,41.901206994,-87.676355989,,32.0,41.878865584,-87.625192142,5,4.6,1020.0
1115,109.0,6.0,41.952822916,-87.653243992,,8.0,41.89321636,-87.63784421,1,5.8,900.0
1116,1046.0,33.0,41.859349715,-87.617358006,,8.0,41.892072635,-87.628874157,2,2.9,960.0
1117,911.0,8.0,41.890922026,-87.618868355,,6.0,41.946489764,-87.647113634,10,4.9,660.0
1118,807.0,28.0,41.879255084,-87.642648998,,32.0,41.884987192,-87.620992913,0,1.6,420.0
1119,,22.0,41.92276062,-87.699155343,,24.0,41.901206994,-87.676355989,5,2.0,600.0
1120,,24.0,41.901206994,-87.676355989,,28.0,41.874005383,-87.66351755,3,4.5,780.0
1121,1041.0,22.0,41.921084583,-87.704648384,,8.0,41.892042136,-87.63186395,4,5.5,840.0
1122,930.0,32.0,41.87101588,-87.631406525,,7.0,41.914616286,-87.631717366,2,3.2,840.0
1123,504.0,32.0,41.884987192,-87.620992913,,8.0,41.89321636,-87.63784421,3,0.0,480.0
1124,1101.0,24.0,41.906025969,-87.675311622,,32.0,41.884987192,-87.620992913,2,3.6,780.0
1125,13.0,8.0,41.907520075,-87.6266589,,32.0,41.884987192,-87.620992913,6,1.8,660.0
1126,,7.0,41.922686284,-87.649488729,,3.0,41.96581197,-87.655878786,5,4.4,660.0
1127,,6.0,41.944226601,-87.655998182,,5.0,41.947791586,-87.683834942,2,4.4,1380.0
1128,,77.0,41.9867118,-87.663416405,,3.0,41.96581197,-87.655878786,4,0.2,720.0
1129,899.0,8.0,41.892072635,-87.628874157,,32.0,41.870607372,-87.622172937,3,1.7,480.0
1130,397.0,7.0,41.929272532,-87.673807238,,6.0,41.949139771,-87.656803909,4,0.1,480.0
1131,184.0,24.0,41.892355048,-87.674506788,,28.0,41.88528132,-87.6572332,1,1.7,480.0
1132,1007.0,7.0,41.93057857,-87.642206313,,8.0,41.892042136,-87.63186395,1,3.0,793.0
1133,,7.0,41.922686284,-87.649488729,,32.0,41.878865584,-87.625192142,3,4.14,1020.0
1134,,22.0,41.92276062,-87.699155343,,24.0,41.901206994,-87.676355989,2,1.56,427.0
1135,1046.0,33.0,41.859349715,-87.617358006,,8.0,41.900221297,-87.629105186,0,3.1,960.0
1136,534.0,8.0,41.90749193,-87.63576009,,22.0,41.920451512,-87.679954768,3,2.73,660.0
1137,911.0,8.0,41.890922026,-87.618868355,,32.0,41.880994471,-87.632746489,1,1.3,600.0
1138,398.0,24.0,41.892658108,-87.652534484,,6.0,41.942691844,-87.651770507,10,0.0,900.0
1139,,59.0,41.829922304,-87.672502646,,28.0,41.874005383,-87.66351755,6,0.3,780.0
1140,,25.0,41.890608853,-87.756046711,,8.0,41.899602111,-87.633308037,0,14.5,1620.0
1141,926.0,24.0,41.899737388,-87.664953917,,8.0,41.892042136,-87.63186395,4,0.1,540.0
1142,534.0,8.0,41.90749193,-87.63576009,,8.0,41.892507781,-87.626214906,1,1.8,600.0
1143,,8.0,41.899602111,-87.633308037,,24.0,41.901206994,-87.676355989,2,2.3,540.0
1144,,24.0,41.901206994,-87.676355989,,8.0,41.899602111,-87.633308037,1,2.8,720.0
1145,825.0,6.0,41.934762456,-87.639853859,,8.0,41.905857769,-87.630865027,3,3.3,960.0
1146,871.0,7.0,41.928967266,-87.656156831,,6.0,41.946294536,-87.654298084,0,1.4,480.0
1147,,41.0,41.794090253,-87.592310855,,32.0,41.878865584,-87.625192142,4,0.4,840.0
1148,787.0,8.0,41.898331794,-87.620762865,,8.0,41.89321636,-87.63784421,4,1.3,420.0
1149,225.0,8.0,41.892042136,-87.63186395,,6.0,41.942577185,-87.647078509,7,0.0,720.0
1150,1046.0,33.0,41.859349715,-87.617358006,,8.0,41.898331794,-87.620762865,0,2.8,720.0
1151,,5.0,41.947791586,-87.683834942,,3.0,41.96581197,-87.655878786,5,1.5,360.0
1152,807.0,28.0,41.879255084,-87.642648998,,8.0,41.89321636,-87.63784421,6,1.3,480.0
1153,970.0,8.0,41.892507781,-87.626214906,,8.0,41.90749193,-87.63576009,1,0.0,660.0
1154,379.0,3.0,41.962178629,-87.645378762,,6.0,41.942691844,-87.651770507,0,1.2,360.0
1155,534.0,8.0,41.90749193,-87.63576009,,28.0,41.88528132,-87.6572332,2,0.0,480.0
1156,504.0,32.0,41.884987192,-87.620992913,,7.0,41.914616286,-87.631717366,1,0.0,660.0
1157,16.0,32.0,41.880994471,-87.632746489,,8.0,41.898331794,-87.620762865,2,0.1,480.0
1158,792.0,8.0,41.89321636,-87.63784421,,24.0,41.899506548,-87.679600287,0,2.71,600.0
1159,,8.0,41.899602111,-87.633308037,,31.0,41.850266366,-87.667569312,5,0.2,720.0
1160,,7.0,41.922686284,-87.649488729,,6.0,41.944226601,-87.655998182,1,2.0,660.0
1161,,8.0,41.899602111,-87.633308037,,24.0,41.901206994,-87.676355989,2,0.0,420.0
1162,140.0,8.0,41.900221297,-87.629105186,,8.0,41.90749193,-87.63576009,1,0.7,420.0
1163,749.0,28.0,41.88528132,-87.6572332,,24.0,41.899506548,-87.679600287,6,2.4,420.0
1164,504.0,32.0,41.884987192,-87.620992913,,28.0,41.88528132,-87.6572332,0,0.1,420.0
1165,1101.0,24.0,41.906025969,-87.675311622,,28.0,41.879255084,-87.642648998,4,3.1,660.0
1166,225.0,8.0,41.892042136,-87.63186395,,7.0,41.914616286,-87.631717366,1,1.9,420.0
1167,215.0,6.0,41.949829346,-87.64396537,,32.0,41.884987192,-87.620992913,0,0.0,600.0
1168,380.0,8.0,41.904935302,-87.649907226,,8.0,41.890922026,-87.618868355,2,0.0,1500.0
1169,,6.0,41.944226601,-87.655998182,,28.0,41.874005383,-87.66351755,3,0.3,1020.0
1170,,22.0,41.92276062,-87.699155343,,7.0,41.922686284,-87.649488729,0,3.1,900.0
1171,225.0,8.0,41.892042136,-87.63186395,,28.0,41.879255084,-87.642648998,0,0.1,600.0
1172,16.0,32.0,41.880994471,-87.632746489,,24.0,41.892658108,-87.652534484,3,2.2,660.0
1173,,3.0,41.96581197,-87.655878786,,6.0,41.944226601,-87.655998182,1,1.2,420.0
