0.0,41.96581197,-87.655878786,41.899602111,-87.633308037,0.0
1.0,41.885300021999996,-87.642808466,41.904935302,-87.64990722600001,2.0
2.0,41.906025969,-87.67531162200001,41.929046936999995,-87.65131087700001,2.0
3.0,41.922686284,-87.649488729,41.899602111,-87.633308037,11.0
4.0,41.975170943,-87.687515515,41.944226601,-87.655998182,0.0
5.0,41.885300021999996,-87.642808466,41.89967018,-87.66983779799999,7.0
6.0,41.901206994,-87.676355989,41.899602111,-87.633308037,1.0
7.0,41.944226601,-87.655998182,41.922686284,-87.649488729,7.0
8.0,41.96581197,-87.655878786,41.944226601,-87.655998182,0.0
9.0,41.968069,-87.72155906299999,41.901206994,-87.676355989,5.0
10.0,41.944226601,-87.655998182,41.947791586,-87.683834942,9.0
11.0,41.901206994,-87.676355989,41.899602111,-87.633308037,11.0
12.0,41.944226601,-87.655998182,41.92276062,-87.69915534299999,17.0
13.0,41.899602111,-87.633308037,41.878865584,-87.625192142,1.0
14.0,41.892042136,-87.63186395,41.942691844,-87.65177050700001,0.0
15.0,41.874005383000004,-87.66351755,41.944226601,-87.655998182,4.0
16.0,41.97907082,-87.90303966100001,41.991234532,-87.65730427,7.0
17.0,41.922686284,-87.649488729,41.899602111,-87.633308037,5.0
18.0,41.901206994,-87.676355989,41.899602111,-87.633308037,0.0
19.0,41.891971508000005,-87.612945414,41.892042136,-87.63186395,7.0
20.0,41.874005383000004,-87.66351755,41.901206994,-87.676355989,11.0
21.0,41.944226601,-87.655998182,41.922686284,-87.649488729,4.0
22.0,41.901206994,-87.676355989,41.899602111,-87.633308037,7.0
23.0,41.884987192,-87.620992913,41.936237179,-87.656411531,4.0
24.0,41.97907082,-87.90303966100001,41.892507781,-87.626214906,1.0
25.0,41.929077655,-87.646293476,41.905857769,-87.63086502700001,1.0
26.0,41.949220914,-87.651970395,41.899506548000005,-87.67960028700001,16.0
27.0,41.899737388,-87.664953917,41.928431564,-87.699968591,3.0
28.0,42.009622881,-87.67016685700001,41.944226601,-87.655998182,11.0
29.0,41.870607371999995,-87.622172937,41.892042136,-87.63186395,3.0
30.0,41.874005383000004,-87.66351755,41.899602111,-87.633308037,1.0
31.0,41.900069603,-87.720918238,41.922686284,-87.649488729,7.0
32.0,41.922686284,-87.649488729,41.899602111,-87.633308037,15.0
33.0,41.904935302,-87.64990722600001,41.892042136,-87.63186395,2.0
34.0,41.922686284,-87.649488729,41.899602111,-87.633308037,3.0
35.0,41.905857769,-87.63086502700001,41.892042136,-87.63186395,1.0
36.0,41.922686284,-87.649488729,41.878865584,-87.625192142,0.0
37.0,41.900069603,-87.720918238,41.899602111,-87.633308037,20.0
38.0,41.922686284,-87.649488729,41.899602111,-87.633308037,0.0
39.0,41.978829526,-87.77116670299999,41.92276062,-87.69915534299999,2.0
40.0,41.96581197,-87.655878786,41.899602111,-87.633308037,1.0
41.0,41.901206994,-87.676355989,41.96581197,-87.655878786,3.0
42.0,41.859349715,-87.617358006,41.936237179,-87.656411531,1.0
43.0,41.901206994,-87.676355989,41.900069603,-87.720918238,6.0
44.0,41.986711799999995,-87.663416405,42.009622881,-87.67016685700001,22.0
45.0,41.906650766,-87.66533766,41.892042136,-87.63186395,1.0
46.0,41.880994471,-87.632746489,41.942691844,-87.65177050700001,3.0
47.0,41.874005383000004,-87.66351755,41.899602111,-87.633308037,0.0
48.0,41.953582125,-87.72345239,41.944226601,-87.655998182,2.0
49.0,41.936237179,-87.656411531,41.929046936999995,-87.65131087700001,1.0
50.0,41.901206994,-87.676355989,41.899602111,-87.633308037,2.0
51.0,41.944226601,-87.655998182,41.899602111,-87.633308037,1.0
52.0,41.949829346,-87.64396537,41.90749193,-87.63576009,4.0
53.0,41.92276062,-87.69915534299999,41.968069,-87.72155906299999,10.0
54.0,41.944226601,-87.655998182,41.899602111,-87.633308037,4.0
55.0,41.901206994,-87.676355989,41.899602111,-87.633308037,9.0
56.0,41.92276062,-87.69915534299999,41.899602111,-87.633308037,2.0
57.0,41.892042136,-87.63186395,41.942691844,-87.65177050700001,1.0
58.0,41.892658108,-87.652534484,41.892042136,-87.63186395,9.0
59.0,41.92276062,-87.69915534299999,41.938666196,-87.71121059299999,0.0
60.0,41.954027649000004,-87.76339903200001,41.978829526,-87.77116670299999,0.0
61.0,41.898331794,-87.620762865,41.89321636,-87.63784421,7.0
62.0,41.859349715,-87.617358006,41.880994471,-87.632746489,2.0
63.0,41.96581197,-87.655878786,41.944226601,-87.655998182,9.0
64.0,41.954027649000004,-87.76339903200001,41.975170943,-87.687515515,0.0
65.0,41.954027649000004,-87.76339903200001,41.899602111,-87.633308037,8.0
66.0,41.972929316999995,-87.650290074,41.892042136,-87.63186395,1.0
67.0,41.985015101,-87.804532006,41.899602111,-87.633308037,3.0
68.0,41.947791586,-87.683834942,41.953582125,-87.72345239,6.0
69.0,41.922686284,-87.649488729,41.944226601,-87.655998182,0.0
70.0,41.986711799999995,-87.663416405,41.899602111,-87.633308037,4.0
71.0,41.944226601,-87.655998182,41.96581197,-87.655878786,4.0
72.0,41.892493167,-87.66474583600001,41.880994471,-87.632746489,23.0
73.0,41.874005383000004,-87.66351755,41.899602111,-87.633308037,23.0
74.0,41.949829346,-87.64396537,41.926811182,-87.642605247,2.0
75.0,41.885300021999996,-87.642808466,41.921854911,-87.64621097700001,0.0
76.0,41.92276062,-87.69915534299999,41.899602111,-87.633308037,5.0
77.0,41.968069,-87.72155906299999,41.92276062,-87.69915534299999,5.0
78.0,41.89321636,-87.63784421,41.905857769,-87.63086502700001,17.0
79.0,41.986711799999995,-87.663416405,41.96581197,-87.655878786,2.0
80.0,41.901206994,-87.676355989,41.922686284,-87.649488729,3.0
81.0,41.892493167,-87.66474583600001,41.900221297,-87.629105186,20.0
82.0,41.898331794,-87.620762865,41.892042136,-87.63186395,1.0
83.0,41.949829346,-87.64396537,41.90749193,-87.63576009,5.0
84.0,41.904935302,-87.64990722600001,41.892042136,-87.63186395,7.0
85.0,41.944226601,-87.655998182,41.901206994,-87.676355989,6.0
86.0,41.986711799999995,-87.663416405,41.899602111,-87.633308037,7.0
87.0,41.859349715,-87.617358006,41.892072635,-87.62887415700001,4.0
88.0,41.972929316999995,-87.650290074,41.929046936999995,-87.65131087700001,10.0
89.0,41.986711799999995,-87.663416405,41.96581197,-87.655878786,7.0
90.0,41.944226601,-87.655998182,41.922686284,-87.649488729,4.0
91.0,41.922686284,-87.649488729,41.944226601,-87.655998182,10.0
92.0,41.892507781,-87.626214906,41.905857769,-87.63086502700001,0.0
93.0,41.899602111,-87.633308037,41.922686284,-87.649488729,5.0
94.0,41.880994471,-87.632746489,41.899155613000005,-87.626210532,1.0
95.0,41.907520075,-87.62665890000001,41.904935302,-87.64990722600001,4.0
96.0,41.901206994,-87.676355989,41.899602111,-87.633308037,0.0
97.0,41.944226601,-87.655998182,41.901206994,-87.676355989,7.0
98.0,41.92276062,-87.69915534299999,41.899602111,-87.633308037,11.0
99.0,41.880994471,-87.632746489,41.892072635,-87.62887415700001,6.0
100.0,41.901206994,-87.676355989,41.899602111,-87.633308037,2.0
101.0,41.975170943,-87.687515515,41.944226601,-87.655998182,6.0
102.0,41.944226601,-87.655998182,41.922686284,-87.649488729,5.0
103.0,41.870607371999995,-87.622172937,41.867902418,-87.642958665,6.0
104.0,41.944226601,-87.655998182,41.922686284,-87.649488729,7.0
105.0,41.878865584,-87.625192142,41.874005383000004,-87.66351755,1.0
106.0,41.901206994,-87.676355989,41.899602111,-87.633308037,1.0
107.0,41.892042136,-87.63186395,41.921778188000005,-87.651061884,2.0
108.0,41.942577185,-87.647078509,41.90749193,-87.63576009,12.0
109.0,42.009622881,-87.67016685700001,41.96581197,-87.655878786,3.0
110.0,41.901206994,-87.676355989,41.92276062,-87.69915534299999,2.0
111.0,41.900069603,-87.720918238,41.96581197,-87.655878786,9.0
112.0,41.92276062,-87.69915534299999,41.899602111,-87.633308037,5.0
113.0,41.89321636,-87.63784421,41.892072635,-87.62887415700001,23.0
